num_threads,load_time,convert_time,lock_init_time,coo_spmv_time,csr_spmv_time,coo_spmv_serial_time,csr_spmv_serial_time,store_time
1,0.6949026,0.056101200000000004,0.0002052,3.0568352,1.5855504,1.4957277999999998,1.5855096,0.2595864
2,0.6942154,0.0477576,0.0002056,3.0631242,0.8085772,1.5047318,1.5928908000000002,0.37695280000000003
3,0.7048197999999999,0.0444772,0.000213,3.0641964,0.5358576,1.5031462,1.5885137999999999,0.29270739999999995
4,0.6928674,0.0437702,0.0002172,3.0641480000000003,0.4050268,1.4995716,1.5937401999999998,0.4813164
5,0.6950804,0.042359,0.0002206,3.064146,0.32657959999999997,1.5007586,1.5934468000000002,0.190255
6,0.7029052,0.04199,0.0002222,3.060854,0.2735794,1.5006042000000002,1.5924556,0.10708580000000001
7,0.6887536000000001,0.0421702,0.0002288,3.0534706,0.23512019999999997,1.4970652,1.5889254,0.299203
8,0.7026154,0.0429608,0.00023680000000000004,3.0494892,0.209169,1.5003160000000002,1.5889434000000002,0.3015316
9,0.7073568,0.040950799999999996,0.00023080000000000003,3.053755,0.1835434,1.5003248,1.5863824000000002,0.5100346
10,0.7125221999999999,0.0406694,0.00023360000000000004,3.0615966,0.16535680000000003,1.4999922,1.586716,0.5099284000000001
11,0.7158342,0.0422598,0.0003012,3.0641662000000003,0.1536884,1.4990337999999999,1.5872623999999997,0.519227
12,0.7131352,0.0435136,0.0002562,3.0651724000000002,0.14374599999999998,1.5008814000000001,1.5887718,0.512937
13,0.6988156,0.040501999999999996,0.00024340000000000003,3.062633,0.1284326,1.5009472000000001,1.5873504,0.39243179999999994
14,0.6951748,0.0401938,0.0002456,3.0613186,0.11889780000000001,1.4973761999999997,1.5869442,0.4183062000000001
15,0.7054014000000001,0.04176439999999999,0.00026020000000000004,3.0581109999999994,0.116317,1.4966678,1.5865911999999998,0.557814
16,0.7074254,0.0424632,0.000276,3.0613782,0.11151200000000001,1.498428,1.5877312,0.6607860000000001
17,0.712388,0.0413912,0.0002644,3.0653226,0.10387919999999999,1.5013317999999998,1.5892472000000002,0.36089779999999994
18,0.6981894,0.04590419999999999,0.0002882,3.0467524,0.10541939999999998,1.5085574,1.5906754,0.5746100000000001
19,0.6923786,0.0402014,0.00028179999999999997,3.0410454000000002,0.097461,1.496612,1.5855612,0.45443819999999996
20,0.7222886000000001,0.045561599999999994,0.0002738,3.0573096000000004,0.0963318,1.4946769999999998,1.5906556000000003,0.5265108000000001
21,0.7300593999999999,0.048602,0.00030859999999999997,3.0640384000000003,0.086707,1.4983584,1.5958872,0.45650959999999996
22,0.7178502,0.041992,0.0003126,3.0528982,0.0820986,1.4986640000000002,1.5880958,0.5516276
23,0.717441,0.042434000000000006,0.0003114,3.059285,0.0798114,1.4997276000000002,1.5904286,0.4918278000000001
24,0.7232288,0.049404199999999995,0.00028820000000000007,3.0655533999999998,0.07794799999999999,1.4991084000000001,1.6021992,0.2794634
25,0.7140062,0.041304400000000005,0.0002974,3.0562152,0.07337099999999999,1.5014218,1.5970048000000001,0.24161599999999997
26,0.736686,0.043788200000000006,0.000281,3.0581848000000003,0.075803,1.5014006000000002,1.5956983999999999,0.4294874
27,0.7219441999999999,0.0431306,0.0002986,3.0485656,0.07575860000000001,1.4978166,1.5887608,0.4075582
28,0.7119364,0.043031200000000006,0.0003278,3.0514598,0.0675094,1.4968686,1.5884386,0.23111119999999996
