num_threads,num_items,serial_time,nlogn_time,n_time
1,33554432,0.02440208,0.3239976,0.1325632
2,33554432,0.024336760000000002,0.1628414,0.09147868
3,33554432,0.029491919999999998,0.1647758,0.07924882
4,33554432,0.02851924,0.1336106,0.0540722
5,33554432,0.025156840000000003,0.1455756,0.0698767
6,33554432,0.03337312,0.1335606,0.06697352
7,33554432,0.04105538,0.135256,0.08766824
8,33554432,0.041722880000000004,0.14264939999999998,0.05737156
9,33554432,0.024578120000000002,0.131548,0.057140880000000005
10,33554432,0.06078384,0.22917,0.09527514000000001
11,33554432,0.025116359999999997,0.14360219999999999,0.09536778
12,33554432,0.02453036,0.1416616,0.07087464
13,33554432,0.029467139999999996,0.1426144,0.052681
14,33554432,0.02382478,0.129971,0.05203644
15,33554432,0.02529734,0.137277,0.05427803999999999
16,33554432,0.02543854,0.1253708,0.058395779999999994
17,33554432,0.0316162,0.1567092,0.06582784
18,33554432,0.024022579999999998,0.1499166,0.0517262
19,33554432,0.04981114,0.1562116,0.0578238
20,33554432,0.02498472,0.1370026,0.07175667999999999
21,33554432,0.0316913,0.167336,0.056154899999999994
22,33554432,0.0236103,0.1570726,0.05410798
23,33554432,0.02471192,0.1355034,0.0748153
24,33554432,0.030346240000000003,0.16756359999999998,0.05947262
25,33554432,0.02659278,0.1566208,0.05814008
26,33554432,0.023813519999999998,0.1333532,0.053029040000000006
27,33554432,0.031007180000000002,0.14381159999999998,0.06759714
28,33554432,0.02790706,0.1422162,0.051369279999999996
