num_threads,num_items,serial_time,nlogn_time,n_time
1,33554432,0.04139236,0.1333336,0.053114459999999995
2,33554432,0.024508839999999997,0.12082090000000001,0.055949879999999994
3,33554432,0.07623874,0.11673812000000001,0.030133919999999998
4,33554432,0.0498088,0.08298164,0.034206799999999996
5,33554432,0.05426698,0.0732244,0.0244857
6,33554432,0.07286635999999999,0.10373246,0.027845199999999997
7,33554432,0.10172778,0.11354934000000001,0.02821862
8,33554432,0.0328465,0.09352432000000001,0.02354808
